timestep	potential_energy	temperature
179999	8908747.226	1.001145792
359999	8219150.714	1.002877333
539999	8229258.497	1.002302406
719999	8224279.245	1.002772319
899999	8201373.316	0.9929192543
1079999	8234372.682	0.997388957
1259999	8232638.801	0.9946630545
1439999	8218138.578	1.000536107
1619999	8223559.076	0.9881770888
1799999	8208904.976	1.000538991
1979999	8216409.162	0.9928979137
2159999	8229732.858	0.9989589485
2339999	8215473.944	0.9985878189
2519999	8226003.501	0.9971021576
2699999	8226762.051	1.009074791
2879999	8236275.372	1.00079738
3059999	8225925.48	0.9936735682
3239999	8219029.272	1.005072796
3419999	8223063.529	0.9959402117
3599999	8268082.26	1.001581286
3779999	8216384.831	0.9973658874
3959999	8215471.927	1.008541404
4139999	8216150.821	0.9971786823
4319999	8223639.015	1.000420214
4499999	8214267.888	1.009862582
4679999	8215320.653	0.9988514077
4859999	8223624.115	0.9925854707
5039999	8220575.025	1.008394145
5219999	8233090.277	0.998571041
5399999	8224970.373	0.9895112964
5579999	8220992.028	0.9943925817
5759999	8218310.049	0.9938360645
5939999	8225099.814	1.006303695
6119999	8211864.069	0.9953225821
6299999	8221945.991	1.005333837
6479999	8219872.966	0.9992639433
6659999	8221376.253	0.9945338194
6839999	8227739.13	1.000826863
7019999	8228501.625	0.9966845483
7199999	8214959.263	0.9998175961
7379999	8214180.307	0.9998383982
7559999	8220080.362	0.992472551
7739999	8232228.782	0.998667353
7919999	8221513.671	0.9998954651
8099999	8218397.307	1.002145408
8279999	8234566.739	0.9982435015
8459999	8210268.499	0.9988833144
8639999	8231073.231	1.004402145
8819999	8221026.885	0.9949104933
8999999	8220038.293	0.9973334011
9179999	8226202.713	1.006765577
9359999	8253382.624	1.011154758
9539999	8223932.063	0.999559664
9719999	8224642.666	0.9985284239
9899999	8209567.802	0.9936864366
10079999	8227563.654	1.00871221
10259999	8209458.341	0.9949645091
10439999	8233517.623	1.008370556
10619999	8210389.814	0.9972671862
10799999	8211336.154	0.9997113948
10979999	8211494.417	1.001218363
11159999	8215750.429	0.9974630781
11339999	8225478.341	1.00299708
11519999	8222980.532	1.002022097
11699999	8218390.974	1.00541993
11879999	8224377.44	1.004077606
12059999	8221101.271	1.004670279
12239999	8224604.524	1.003853395
12419999	8211551.593	0.9976715793
12599999	8221978.66	0.9889583302
12779999	8224214.568	1.004001485
12959999	8228872.043	0.9972971364
13139999	8213527.688	0.9981682192
13319999	8216287.021	0.9995128118
13499999	8207231.131	0.9940614498
13679999	8217929.828	0.9989367436
13859999	8242424.855	1.00704489
14039999	8218162.093	0.9919555853
14219999	8220180.792	0.999481316
14399999	8216496.773	0.9991009024
14579999	8250877.422	1.002145745
14759999	8215735.046	1.007738493
14939999	8222861.138	0.9919731266
15119999	8213997.024	1.011119411
15299999	8221555.588	1.002462272
15479999	8218625.284	1.003489586
15659999	8212405.186	1.001679258
15839999	8221760.878	0.997315784
16019999	8220587.422	0.9951414046
16199999	8219050.507	0.9964044404
16379999	8230646.472	0.9950161944
16559999	8228690.035	1.003268973
16739999	8222855.066	1.002491044
16919999	8219177.312	0.9991322933
17099999	8203890.191	1.00172052
17279999	8215352.716	1.002124823
17459999	8211649.533	1.000519562
17639999	8230448.322	1.001940318
17819999	8218829.516	0.9893542606
17999999	8221343.664	1.004187886
18179999	8217133.049	0.9960946246
18359999	8222384.631	0.9953132311
18539999	8222868.774	1.007230687
18719999	8227411.175	1.001643592
18899999	8223353.01	0.9984209914
