timestep	potential_energy	temperature
179999	15049552.31	1.004087071
359999	14883542.63	1.003623894
539999	18042213.85	1.006642606
719999	15319740.75	1.003282313
899999	14869225.47	0.9957013563
1079999	14864429.22	0.9998036202
1259999	14842443.76	0.9943548339
1439999	17757463.27	1.000321023
1619999	16679428.99	0.9986920803
1799999	14867896.7	0.9961250621
1979999	18162265.21	1.00655615
2159999	17596100.81	0.9943267543
2339999	17620670.94	0.9919811348
2519999	14862651.97	1.005298243
2699999	17506449.7	1.00587973
2879999	17543049.14	0.9979660769
3059999	14907705.98	0.9977022829
3239999	18025157.92	1.00511677
3419999	17350870.9	1.004898184
3599999	14981498.32	0.9958325598
3779999	17815012.92	1.005870547
3959999	17434298.08	1.005863517
4139999	16744292.33	1.005277931
4319999	14869215.82	1.000876477
4499999	17760577.77	0.9973961664
4679999	14839058.61	1.000379153
4859999	14855544.6	0.9999093992
5039999	15571615.07	0.9998992048
5219999	18035772.37	1.060434026
5399999	16383674.11	0.9977167237
5579999	14846916.54	1.001967168
5759999	14852091.66	1.000671304
5939999	17722531.32	0.998032999
6119999	17736028.44	0.9995499249
6299999	18327716.52	0.9942456117
6479999	14881999.29	1.001093408
6659999	15592237.39	0.9947238224
6839999	14861145.9	0.9972291798
7019999	14849582.22	0.9999814112
7199999	14850424.36	1.001179437
7379999	14829465.51	0.9980954503
7559999	14844972.85	1.005860899
7739999	14843610.79	1.00172939
7919999	14838356.31	1.003104911
8099999	15192999.81	1.002686129
8279999	14882309.97	1.001106419
8459999	14923518.79	0.9963088086
8639999	14883410.14	0.9977554007
8819999	14901201.2	1.005250983
8999999	16549661.83	0.9979589711
9179999	15074447.32	0.9990238564
9359999	14829980.36	1.006893857
9539999	18048434.23	0.9980519223
9719999	17376544.9	0.9986119265
9899999	17494812.76	1.005422202
10079999	14892542.4	0.993872862
10259999	14880802.8	1.003337857
10439999	15924432.43	0.9895302077
10619999	15805220.18	1.009337588
10799999	14851228.24	0.9993291037
10979999	14848301.08	0.9873932845
11159999	17725749.48	1.000607745
11339999	17678746.38	0.9929800444
11519999	17871904.19	1.002289522
11699999	15120902.8	0.999694996
11879999	14880510.19	1.006032694
12059999	14883708.84	0.9923693632
12239999	17956971.16	0.9955155203
12419999	15344967.11	0.994723753
12599999	19062177.88	0.9997156418
12779999	15067078.71	1.002185397
12959999	17852468.93	1.003383402
13139999	17523529.2	0.9977602688
13319999	17522511.02	0.9959220908
13499999	17403633.17	0.9955139681
13679999	17313966.69	0.9982912636
13859999	17867507.04	0.9952927949
14039999	14867705.91	0.995680239
14219999	14845662.15	0.9980033924
14399999	14865368.27	1.003509004
14579999	15546353.56	0.9957677483
14759999	14844266.96	0.9908292817
14939999	14840129.36	0.9992566931
15119999	17569877.77	0.9973300328
15299999	17136767.81	1.000754447
15479999	14863625.49	1.000153522
15659999	14884363.48	0.9926402959
15839999	14877998.12	1.004979488
16019999	18158311.83	0.9967072057
16199999	14862104.86	1.001363224
16379999	18847467.7	0.994864071
16559999	18037275.94	1.004844637
16739999	14858411.11	0.9954979896
16919999	15689038.28	1.001959778
17099999	14841774.7	0.9995996764
17279999	14866182.08	1.003796796
17459999	17843021.57	1.001503254
17639999	17326507.94	0.9986781183
17819999	16160715.76	1.003212633
17999999	14840214.05	0.9893352771
18179999	19570362.09	1.006116221
18359999	15056016.95	1.004866844
18539999	14858431.75	0.9987856741
18719999	14851165.77	0.9996278614
18899999	14860840.82	1.002982001
